code,category,name,uri1,uri2,uri3,uri4,uri5,eiri1,eiri2,eiri3,eiri4,eiri5,kei1,kei2,kei3,kei4,kei5,uri2_1,uri2_2,uri2_3,uri2_4,uri2_5,eiri2_1,eiri2_2,eiri2_3,eiri2_4,eiri2_5,kei2_1,kei2_2,kei2_3,kei2_4,kei2_5,dividend
2503,飲料・たばこ・嗜好品,キリンホールディングス,"1,930,522","1,941,305","1,849,545","1,821,570","1,989,468","198,322","87,727","102,919","68,084","116,019","246,852","116,823","124,550","99,617","191,387","929,810","872,469","864,024","917,048","970,232","12,934","49,441","41,824","76,137","36,922","22,656","56,001","56,509","95,247","57,074",34.5
2531,飲料・たばこ・嗜好品,宝ホールディングス,"277,443","281,191","278,443","300,918","350,665","17,804","15,836","21,595","43,354","37,945","18,359","16,269","21,929","43,230","38,706","137,502","127,784","141,213","164,279","163,172","7,623","5,782","21,616","19,614","12,464","7,871","5,940","21,884","19,972","13,032",38.0
2533,飲料・たばこ・嗜好品,オエノンホールディングス,"77,151","75,444","77,712","78,618","81,120","1,582","1,752","2,221","1,207",－707,"1,605","1,745","2,248","1,267",－645,"36,171","37,774","37,981","38,368","42,657","1,010",812,825,－147,"2,029","1,008",820,867,－77,"2,101",8.0
2540,食品製造,養命酒製造,"10,523","10,478","10,383","10,577","10,647",558,598,648,996,"1,077",876,937,"1,009","1,361","1,480","5,222","4,722","4,829","5,163","4,916",487,253,489,660,154,669,448,684,873,419,10.0
2579,飲料・たばこ・嗜好品,コカ・コーラボトラーズジャパンホールディングス,"927,307","890,009","791,956","785,837","807,430","14,682","－58,904","－11,722","－20,971","－11,513","14,767","－58,922","－12,065","－21,683","－12,491","433,710","374,598","369,309","375,948","404,109","－65,457","－14,937","－18,250","－14,431","－6,529","－65,513","－15,067","－18,475","－15,121","－6,580",25.0
2585,飲料・たばこ・嗜好品,ライフドリンクカンパニー,"19,026","19,481","22,735","25,389","30,250",-,471,"1,386","2,251","3,116","－1,126",408,"1,169","2,103","3,050",-,-,"13,462","15,282","20,460",-,-,"1,311","1,689","2,910",-,-,"1,275","1,671","2,864",28.0
2587,飲料・たばこ・嗜好品,サントリー食品インターナショナル,"1,294,256","1,299,385","1,178,137","1,268,917","1,450,397","113,557","113,948","96,177","118,568","139,688","111,813","112,186","94,168","117,052","139,291","627,770","552,529","603,835","679,009","749,135","50,900","35,712","60,401","80,370","68,831","49,922","35,113","59,343","80,206","69,361",40.0
2590,飲料・たばこ・嗜好品,ダイドーグループホールディングス,"171,553","168,256","158,227","162,602","160,130","6,071","2,893","5,602","4,581",707,"5,998","2,857","5,727","5,651",591,"85,438","77,773","79,922","79,781","101,746","2,033","2,776","2,743",723,"2,527","1,785","2,455","2,813",461,"1,773",30.0
2593,飲料・たばこ・嗜好品,伊藤園,"504,153","483,360","446,281","400,769","431,674","22,819","19,940","16,675","18,794","19,588","23,211","19,432","17,029","19,971","20,341","265,471","236,585","208,716","227,262","242,527","14,107","8,610","10,856","11,335","17,046","13,872","8,317","11,303","12,548","18,089",21.0
2594,飲料・たばこ・嗜好品,キーコーヒー,"63,605","62,664","52,602","55,680","63,298",495,531,"－2,470",405,244,642,734,"－3,159","1,022",349,"32,219","25,382","27,242","30,310","37,480",519,"－1,710",297,514,"1,041",729,"－2,005",471,623,"1,121",5.0
2597,飲料・たばこ・嗜好品,ユニカフェ,"10,448","19,043","14,609","15,218","10,713",326,85,－315,13,－66,339,74,－268,23,－84,"9,647","7,312","7,424","5,077","6,169",4,－282,－35,28,105,－2,－272,－18,34,101,8.0
2599,飲料・たばこ・嗜好品,ジャパンフーズ,"16,577","15,672","12,378","9,576","10,083",766,408,－750,－387,144,680,458,－564,－171,315,"9,057","7,688","5,690","5,952","6,701",915,649,724,832,"1,205",957,699,827,970,"1,345",10.0
2602,食品製造,日清オイリオグループ,"343,059","333,416","336,306","432,778","556,565","12,948","13,133","12,324","11,670","16,186","13,716","12,634","13,836","12,648","16,242","167,624","161,613","195,329","275,621","254,839","7,681","7,867","6,284","9,436","11,545","7,082","7,961","7,171","9,895","11,132",60.0
2607,食品製造,不二製油グループ本社,"300,844","414,727","364,779","433,831","557,410","18,525","23,598","17,911","15,008","10,940","18,176","22,359","17,565","14,360","9,690","191,585","172,589","204,503","268,398","271,038","9,127","7,338","7,913","5,065","8,800","8,328","6,835","7,631","5,363","8,300",26.0
2612,食品製造,かどや製油,"34,380","33,781","31,371","32,185","33,690","4,205","3,255","3,021","3,450","2,638","4,432","3,462","3,135","3,968","3,353","17,490","15,829","16,391","17,164","18,019","2,229","1,976","1,992","2,181","1,979","2,274","2,013","2,248","2,470","2,182",100.0
2613,食品製造,Ｊ－オイルミルズ,"186,778","178,196","164,816","201,551","260,410","5,663","6,661","6,687",－21,734,"6,326","7,302","7,374",596,"1,436","90,520","78,321","94,059","122,965","124,670","4,184","2,794",57,－150,"4,939","4,407","2,950",230,－15,"5,022",15.0
2651,総合小売・食料品小売,ローソン,"700,647","730,236","666,001","943,206","1,000,385","60,781","62,943","40,876",-,-,"57,700","56,346","37,610","33,109","47,134","369,131","322,890","348,768","490,936","545,492","36,763","16,690","26,706",-,-,"35,147","14,862","27,830","31,427","47,909",100.0
2659,総合小売・食料品小売,サンエー,"189,835","199,292","202,767","204,355","213,522","14,094","10,622","9,149","8,329","11,190","14,413","11,609","9,554","10,151","11,554","100,259","103,024","102,901","106,836","114,850","5,777","4,937","4,345","5,619","8,446","6,569","5,170","4,779","5,813","8,634",74.0
2664,専門店・ドラッグストア,カワチ薬品,"265,788","270,313","284,492","279,462","281,871","4,361","5,675","10,560","7,709","6,611","5,517","6,573","11,581","8,698","7,672","136,478","148,549","144,384","142,559","145,934","2,602","6,541","4,458","4,030","4,392","3,074","7,016","4,955","4,568","4,917",50.0
2670,衣料品・服飾品小売,エービーシー・マート,"266,703","272,361","220,267","243,946","290,077","43,929","43,374","19,513","27,446","42,301","45,133","44,325","21,283","28,260","43,360","140,158","102,152","121,301","136,191","169,464","25,324","8,538","14,306","19,995","29,320","25,839","9,190","14,764","20,501","30,580",28.333332
2674,専門店・ドラッグストア,ハードオフコーポレーション,"18,869","19,350","21,270","24,507","27,040","1,026",831,795,"1,530","2,312","1,147",970,886,"1,668","2,510","9,621","9,612","11,741","12,968","14,177",369,345,455,"1,054","1,083",458,381,523,"1,145","1,201",60.0
2676,建材・電気機械・金属卸,高千穂交易,"19,894","20,616","20,591","20,784","23,360",989,788,886,"1,024","1,376","1,086",885,926,"1,247","1,588","10,173","9,273","9,583","11,118","12,729",381,218,431,584,713,439,177,490,894,"1,057",53.0
2678,インターネットサイト運営,アスクル,"387,470","400,376","422,151","428,517","446,713","4,520","8,821","13,923","14,309","14,620","4,418","8,656","13,850","14,270","14,448","199,625","206,452","209,038","220,251","231,288","3,468","5,926","6,696","6,745","7,242","3,393","5,908","6,716","6,709","7,104",18.0
2681,専門店・ドラッグストア,ゲオホールディングス,"292,560","305,057","328,358","334,788","377,300","15,668","10,022","4,311","8,173","10,620","17,632","10,765","4,795","9,662","11,926","138,048","158,578","151,948","172,562","215,761","4,581","3,623","1,482","6,292","7,307","4,906","3,897","1,993","7,574","8,675",12.0
2685,衣料品・服飾品小売,アダストリア,"222,664","222,376","183,870","201,582","242,552","7,190","12,885",766,"6,564","11,515","7,345","12,843","2,981","8,166","12,026","108,981","79,664","92,611","112,578","132,896","7,164","－4,410",631,"5,570","10,311","6,987","－2,730","1,552","6,157","10,639",30.0
2686,衣料品・服飾品小売,ジーフット,"95,013","89,089","65,849","66,266","65,695",351,"－2,000","－12,205","－6,648","－4,804",388,"－1,994","－12,218","－6,802","－5,004","48,803","33,582","34,650","33,009","33,665",137,"－6,663","－2,906","－1,988",－490,150,"－6,664","－2,952","－2,088",－615,5.0
2687,総合小売・食料品小売,シー・ヴイ・エス・ベイエリア,"10,916","10,427","7,318","7,209","6,926",31,37,－546,－323,81,－28,165,－548,－358,47,"5,405","3,671","3,716","3,356","3,751",65,－255,－126,－44,280,201,－138,－143,－63,311,10.0
2689,医薬品・医療品卸,オルバヘルスケアホールディングス,"107,428","107,896","102,072","107,959","110,472","1,301",927,"1,540","2,073","2,151","1,309",905,"1,542","2,119","2,158","54,381","55,547","49,861","53,030","53,718",579,335,620,786,854,583,329,615,802,859,70.0
2692,食品卸,伊藤忠食品,"667,128","661,244","656,743","612,658","642,953","4,043","4,430","5,023","5,887","7,507","4,943","5,700","6,265","7,274","8,943","339,206","338,956","307,513","326,002","338,881","1,400","1,902","2,639","3,419","4,315","1,923","2,518","3,342","4,116","5,048",50.0
2695,飲食店,くら寿司,"136,134","135,835","147,694","183,053","211,405","5,475",350,"－2,415","－1,113","2,456","6,135","1,135","3,174","2,457","2,882","66,392","65,342","74,620","89,312","101,845","2,359",－491,428,323,"－1,186","2,723",－86,"1,185","3,507","－1,141",20.0
2698,専門店・ドラッグストア,キャンドゥ,"70,741","71,297","73,034","73,130","93,150","1,850","1,193","1,558",964,538,"1,978","1,300","1,643","1,034",633,"35,719","36,854","37,353","36,872","39,536",871,891,"1,044",475,212,930,934,"1,082",514,239,8.5
2715,建材・電気機械・金属卸,エレマテック,"183,399","175,654","180,218","200,646","239,774","6,335","4,765","5,463","8,346","12,052","6,188","4,499","5,179","7,867","11,130","88,057","85,164","91,660","123,167","102,135","2,326","2,152","3,481","6,628","4,556","2,262","2,033","3,408","6,122","4,203",40.0
2722,通信販売,ＩＫホールディングス,"17,614","18,483","20,754","16,335","14,179",431,590,705,－360,－224,437,623,730,－323,－205,"9,356","8,810","11,091","8,162","7,239",218,182,534,－315,－101,228,180,534,－297,－82,12.0
2726,衣料品・服飾品,パルグループホールディングス,"130,474","132,163","108,522","134,200","164,482","7,933","9,067","1,383","7,520","15,822","7,832","9,168","1,052","7,660","16,061","66,958","45,165","63,195","78,193","94,145","5,524","－1,761","2,838","7,582","10,299","5,488","－1,983","2,793","7,710","10,384",15.0
2730,家電小売,エディオン,"718,638","733,575","768,113","713,768","720,584","17,842","12,284","26,785","18,796","19,186","18,889","13,365","27,811","21,589","19,248","396,736","382,629","348,768","351,115","352,577","10,761","16,695","10,010","10,333","10,779","11,922","16,681","11,200","10,169","11,052",22.0
2733,生活関連用品卸,あらた,"754,447","796,227","834,033","857,087","891,600","8,892","9,326","11,521","12,743","12,812","9,429","10,124","12,099","13,745","13,680","406,341","424,778","429,493","445,220","471,388","5,036","6,396","7,101","6,366","7,973","5,403","6,659","7,564","6,913","8,424",83.0
2734,建材・電気機械・金属卸,サーラコーポレーション,"208,600","213,810","211,702","227,935","234,848","5,496","5,557","5,940","6,592","6,891","5,614","7,809","7,357","8,312","8,601","107,142","110,762","113,816","118,277","125,976","4,831","5,593","6,307","6,243","5,022","5,720","6,949","6,941","7,030","5,680",13.0
2735,専門店・ドラッグストア,ワッツ,"51,399","52,795","50,702","58,347","59,309",716,"1,768","1,669",998,621,656,"1,731","1,586","1,148",648,"25,648","25,982","25,618","28,506","29,550",366,786,"1,085",637,271,337,783,"1,066",678,270,15.0
2737,建材・電気機械・金属卸,トーメンデバイス,"217,632","260,367","302,385","462,822","417,621","3,528","4,526","4,997","10,629","12,230","2,639","4,374","4,561","8,478","6,589","125,781","150,939","217,862","222,153","183,781","1,878","1,626","5,902","7,361","5,703","1,867","1,619","5,229","3,607","3,413",300.0
2742,総合小売・食料品小売,ハローズ,"127,323","134,659","151,943","163,374","174,107","4,916","5,290","7,604","8,688","9,052","4,937","5,312","7,582","8,713","9,141","66,344","76,651","80,880","85,216","95,488","2,486","3,874","4,020","4,330","5,043","2,471","3,864","4,022","4,338","5,039",20.0
2749,生活関連サービス,ＪＰホールディングス,"29,298","31,719","33,500","34,373","35,507","1,531","1,538","2,857","3,344","3,667","1,920","2,003","2,947","3,358","3,745","15,517","16,262","16,814","17,207","18,057",496,938,"1,095","1,502","2,020",744,955,"1,111","1,521","1,965",1.0
2752,飲食店,フジオフードグループ本社,"36,145","38,393","26,805","25,453","26,530","2,259","1,458","－2,971","－3,343","－1,886","2,189",884,"－2,876","1,785",－722,"18,726","12,784","12,102","12,575","14,847",861,"－1,604","－1,962","－1,242",24,836,"－1,654",277,－148,－33,2.5
2753,飲食店,あみやき亭,"32,136","31,877","22,137","21,564","28,538","2,764","1,857","－2,402","－3,382",422,"2,864","1,949","－1,008","1,328",701,"16,124","9,825","9,112","13,644","15,990","1,207","－1,624","－2,580",－56,946,"1,236","－1,264",793,177,976,40.0
2760,建材・電気機械・金属卸,東京エレクトロンデバイス,"141,000","135,394","143,268","179,907","240,350","3,525","3,810","4,620","8,131","14,227","3,077","3,573","4,625","7,318","12,478","65,213","61,901","82,780","111,769","119,698","1,367","1,122","2,757","6,573","7,153","1,340","1,261","2,481","5,208","6,253",140.0
2764,飲食店,ひらまつ,"10,948","9,887","6,266","9,221","12,376",732,－49,"－2,458","－2,108",－617,653,－70,"－2,440","－1,574",－612,"5,004","2,363","4,004","5,826","6,454",49,"－1,286","－1,341",－491,－133,34,"－1,300","－1,408",－463,－175,4.3
2767,業務用機械器具,円谷フィールズホールディングス,"50,755","66,587","38,796","94,900","117,125","－1,832",713,"－2,241","3,444","10,950","－1,864",939,"－2,032","3,634","11,218","27,772","10,591","37,348","42,230","67,015","－2,750","－3,327",358,"3,534","5,370","－2,534","－3,247",597,"3,753","5,907",30.0
2768,総合商社,双日,"1,856,190","1,754,825","1,602,485","2,100,752","2,479,840",-,-,-,-,-,"94,882","75,528","37,420","117,295","155,036","893,832","744,622","1,000,694","1,273,322","1,187,268",-,-,-,-,-,"35,259","11,997","52,455","106,547","64,509",65.0
2784,医薬品・医療品卸,アルフレッサホールディングス,"2,640,511","2,698,511","2,610,427","2,585,643","2,696,069","44,783","47,645","27,929","29,091","30,148","55,138","57,170","31,918","32,576","32,831","1,367,155","1,298,803","1,288,706","1,332,419","1,427,856","22,909","11,535","9,117","10,227","15,998","27,169","13,559","10,956","11,488","17,280",5.0
2791,総合小売・食料品小売,大黒天物産,"183,462","212,059","221,551","224,150","242,243","2,741","5,935","8,599","8,540","4,497","2,918","6,149","8,827","8,923","4,844","88,123","100,322","111,105","109,176","116,776","1,397","1,918","4,598","3,752","1,073","1,471","1,998","4,753","3,937","1,332",29.0
2792,衣料品・服飾品,ハニーズホールディングス,"49,728","42,560","45,368","47,695","54,888","4,525","2,407","3,767","4,993","7,670","4,661","2,497","3,971","5,057","8,021","24,782","24,169","23,599","22,826","26,067","1,613","2,416","2,356","1,963","3,085","1,678","2,385","2,398","2,065","3,296",25.0
2796,専門店・ドラッグストア,ファーマライズホールディングス,"51,728","51,030","52,324","51,608","52,030",640,"1,034","1,246","1,520","1,438",590,"1,023","1,288","1,517","1,431","25,761","25,666","25,903","25,745","26,948",521,525,788,573,710,522,536,814,566,701,14.0
2801,食品製造,キッコーマン,"453,565","439,627","439,411","516,440","618,899","38,417","34,903","41,672","50,682","55,370","37,925","37,814","43,194","54,231","60,797","231,624","212,892","248,681","305,378","322,733","20,986","22,159","27,086","30,343","33,484","21,554","22,790","29,651","32,459","37,854",34.0
2802,食品製造,味の素,"1,114,308","1,100,039","1,071,453","1,149,370","1,359,115","53,642","48,773","101,121","124,572","148,928","54,698","48,795","98,320","122,472","140,033","532,266","511,382","550,230","659,853","688,004","20,759","61,302","81,720","73,605","72,658","20,992","59,954","79,693","68,169","70,125",37.0
2804,食品製造,ブルドックソース,"17,010","17,235","17,708","13,300","13,529",430,639,721,651,430,"1,020","1,040",985,"1,013","1,234","8,628","9,077","6,686","6,656","7,257",346,514,323,150,361,518,682,605,559,485,17.0
2809,食品製造,キユーピー,"573,525","545,723","531,103","407,039","430,304","33,067","32,048","28,303","27,972","25,433","34,349","33,275","28,989","29,698","27,249","268,986","263,057","198,879","207,523","220,382","16,088","11,194","14,499","14,241","6,846","16,937","11,385","15,183","14,964","7,552",27.0
2810,食品製造,ハウス食品グループ本社,"296,695","293,682","250,066","253,386","275,060","17,559","19,005","19,413","19,227","16,631","19,100","20,797","19,837","21,125","18,253","144,634","123,685","124,127","133,831","142,824","9,113","9,906","9,032","7,632","8,067","9,997","8,838","10,336","8,964","8,770",23.0
2811,飲料・たばこ・嗜好品,カゴメ,"184,595","180,849","183,041","189,652","205,618","12,228","14,079","10,682","14,010","12,757","12,213","13,888","10,624","13,880","12,557","88,519","88,816","91,926","95,790","105,323","7,179","6,874","6,944","5,548","8,911","7,179","6,887","6,986","5,433","8,679",38.0
2812,食品製造,焼津水産化学工業,"16,458","14,921","14,312","12,119","12,829",875,823,695,599,329,889,886,724,652,391,"7,631","7,150","6,100","6,592","6,513",448,300,307,158,69,477,311,340,185,94,10.0
2815,食品製造,アリアケジャパン,"56,550","52,329","49,684","52,658","55,698","11,949","11,789","10,046","10,682","8,455","12,546","11,908","10,675","11,340","9,270","25,453","22,666","25,068","26,413","27,873","5,471","4,287","5,046","4,057","3,713","5,629","4,614","5,318","4,636","4,921",20.0
2818,食品製造,ピエトロ,"9,683","9,548","8,556","8,540","9,108",538,486,585,353,－75,530,477,575,369,－81,"4,786","4,351","4,275","4,572","5,037",214,228,291,－36,186,211,222,288,－30,187,24.0
2819,食品製造,エバラ食品工業,"51,306","51,228","51,334","43,345","43,419","2,392","2,311","3,627","3,348","2,972","2,488","2,375","3,738","3,666","3,180","25,575","25,247","21,671","21,637","22,035","1,161","1,826","1,746","1,741","1,363","1,191","1,870","1,804","1,904","1,486",20.0
2820,食品製造,やまみ,"10,881","12,644","13,619","13,811","16,178",941,362,732,902,"1,039",976,409,746,903,"1,061","5,482","6,033","6,888","6,934","7,838",508,225,369,562,504,510,233,382,569,521,1.0
2871,食品製造,ニチレイ,"580,141","584,858","572,757","602,696","662,204","29,511","31,035","32,949","31,410","32,935","29,864","31,777","33,532","31,667","33,448","291,847","281,762","294,578","321,836","332,211","14,988","16,745","16,020","14,709","17,398","15,390","17,033","16,217","15,009","18,160",37.0
2874,食品製造,ヨコレイ,"139,970","115,025","110,782","115,257","133,862","4,774","3,412","2,562","4,252","3,785","4,945","3,701","2,762","4,999","4,203","72,091","58,375","53,675","54,889","63,271","2,629","1,914","1,854","2,417","1,697","2,872","2,189","2,348","3,018","1,992",1.0
2875,食品製造,東洋水産,"401,064","416,031","340,841","361,495","435,786","23,661","28,348","36,460","29,737","40,330","26,169","31,350","38,697","31,834","43,724","198,345","166,793","170,498","212,940","234,890","11,664","18,134","14,796","18,978","29,824","13,229","19,266","15,717","20,378","33,646",40.0
2882,飲食店,イートアンドホールディングス,"29,164","30,361","25,964","30,881","33,033",834,810,261,834,915,798,808,279,"1,476","1,053","14,779","13,538","14,779","16,104","17,764",511,39,373,564,622,510,57,696,697,634,5.0
2883,食品卸,大冷,"27,235","26,864","22,507","22,964","27,239","1,066","1,185",954,"1,045","1,525","1,083","1,197","1,008","1,067","1,537","13,828","10,917","11,059","13,107","13,964",595,381,451,758,560,600,413,449,799,590,10.0
2884,食品製造,ヨシムラ・フード・ホールディングス,"23,716","29,875","29,289","29,283","34,937",354,808,523,655,678,420,740,787,993,"1,323","14,802","14,809","14,790","16,349","23,084",481,264,428,193,921,504,312,583,747,"1,390",
2897,食品製造,日清食品ホールディングス,"450,984","468,879","506,107","569,722","669,248","28,967","41,252","55,532","46,614","55,636","31,166","42,650","56,233","49,182","57,950","221,361","241,131","275,037","316,954","350,370","19,721","31,840","26,836","27,032","44,903","20,427","32,148","27,868","28,059","46,476",80.0
2899,食品製造,永谷園ホールディングス,"104,746","105,063","102,611","95,408","110,449","2,357","3,422","4,688","4,819","5,298","2,468","3,138","4,570","6,052","5,346","50,709","50,017","45,833","51,840","55,637","1,251","2,296","2,733","2,473","2,890",922,"1,993","3,301","3,119","3,363",15.5
2904,食品製造,一正蒲鉾,"35,588","36,047","34,689","31,636","32,814","1,307","1,888","1,735",545,－193,"1,254","1,867","1,806",623,－146,"19,940","19,875","19,571","17,593","18,080","1,019","1,185","1,553",777,311,970,"1,222","1,585",831,366,12.0
2908,食品製造,フジッコ,"64,145","66,171","64,204","55,074","53,915","5,214","4,489","4,317","3,152","1,249","5,546","4,838","4,711","3,506","1,558","31,807","31,495","27,255","26,302","27,466","1,972","2,177","1,318",534,660,"2,148","2,369","1,488",705,838,23.0
2910,弁当・デリバリー,ロック・フィールド,"50,978","47,667","43,762","47,119","49,970","2,422",475,"1,107","2,155","1,500","2,461",591,"1,271","2,185","1,564","25,109","20,698","22,926","24,396","25,107",732,186,"1,075",700,840,773,335,"1,094",729,879,9.0
2914,飲料・たばこ・嗜好品,日本たばこ産業,"2,215,962","2,175,626","2,092,561","2,324,838","2,657,832","564,984","502,355","469,054","499,021","653,575","531,486","465,232","420,063","472,390","593,450","1,058,549","1,030,218","1,144,539","1,266,828","1,392,812","311,326","251,989","322,084","382,972","413,555","290,618","225,961","314,095","360,985","373,430",94.0
2915,食品製造,ケンコーマヨネーズ,"73,989","74,480","68,502","75,647","82,363","3,116","2,900","1,976","1,616",105,"3,145","3,003","2,050","1,622",169,"37,766","33,533","37,487","40,750","43,763","1,490",530,700,620,782,"1,590",623,699,642,847,10.0
2918,食品製造,わらべや日洋ホールディングス,"215,696","213,581","194,309","192,326","194,416","1,526","2,721","3,332","4,441","4,985","1,766","2,773","3,710","5,035","4,628","109,816","96,591","95,980","97,858","103,011","1,974","1,205","3,192","3,376","4,491","2,118","1,535","3,928","3,058","4,862",35.0
2922,食品製造,なとり,"46,370","47,974","49,041","45,094","45,093","1,550","1,550","2,253","2,272",622,"1,591","1,635","2,498","2,306",650,"23,114","23,913","22,111","21,482","22,745",695,988,"1,464",439,850,694,"1,013","1,465",412,824,11.0
2924,食品製造,イフジ産業,"13,711","14,312","13,825","17,430","20,891",806,928,"1,184","1,325","1,575",828,951,"1,210","1,357","1,615","6,564","6,350","9,020","8,928","13,182",450,494,658,668,"1,220",461,506,672,689,"1,248",26.0
2929,食品製造,ファーマフーズ,"10,532","15,353","46,752","60,185","68,572",576,740,"5,673","1,080","3,610",636,788,"5,767","1,264","3,540","5,188","6,452","20,393","28,821","35,143",－288,"－1,585",－81,"2,032",－883,－249,"－1,578",－49,"2,105",－912,12.0
2930,インターネットサイト運営,北の達人コーポレーション,"8,312","10,093","9,270","9,510","9,831","1,861","2,915","2,031","2,082",510,"1,861","2,923","2,048","2,102",541,"5,055","4,592","4,937","4,308","7,833","1,390","1,030",983,522,442,"1,390","1,033",995,540,454,0.9
2931,食品製造,ユーグレナ,"15,174","13,967","13,317","34,420","44,392","－1,379","－7,460","－1,807","－6,565","－3,455","－1,096","－7,073","－1,457","－6,354","－2,489","6,919","6,081","7,737","21,584","22,805","－6,523",－360,－511,"－1,422",－760,"－6,356",－137,－130,－597,－639,
2933,食品製造,紀文食品,"103,237","102,252","99,851","99,203","105,691","2,594","2,754","3,634","3,809","2,022","2,054","2,307","3,293","3,396","1,760",-,"44,286","42,547","46,788","47,693",-,－108,183,－786,45,-,－293,0,－749,－46,16.0
2935,食品製造,ピックルスホールディングス,-,-,-,-,"41,052",-,-,-,-,"1,538",-,-,-,-,"1,650",-,-,-,-,"23,111",-,-,-,-,"1,280",-,-,-,-,"1,355",2.0
2975,不動産・住宅,スター・マイカ・ホールディングス,-,"32,164","39,568","36,897","48,211",-,"3,627","3,281","4,286","6,098",-,"2,925","2,496","3,688","5,418",-,"17,173","21,632","27,601","24,885",-,"1,644","2,237","3,773","2,805",-,"1,248","1,913","3,453","2,305",10.0
2980,不動産・住宅,ＳＲＥホールディングス,"2,896","3,850","7,339","13,572","18,541",426,746,"1,056","1,391","1,686",435,717,"1,023","1,300","1,540","1,389","2,267","3,408","6,517","7,500",260,231,323,761,608,263,233,305,693,534,
2982,投資,ＡＤワークスグループ,-,-,"16,840","24,961","27,856",-,-,645,933,"1,376",-,-,427,650,953,-,"11,069","13,678","14,355","19,145",-,245,624,802,"1,369",-,87,489,629,"1,219",4.5
3001,バイオ・医薬品関連,片倉工業,"44,308","44,043","39,639","37,627","34,274","1,531","2,569","3,595","2,797","1,369","2,456","3,430","4,544","3,855","2,582","24,205","22,697","22,014","17,164","20,616","2,058","2,651","3,060",14,"2,104","2,548","3,068","3,526",639,"2,726",20.0
3002,衣料品・服飾品,グンゼ,"140,706","140,311","123,649","124,314","136,030","6,690","6,746","4,673","4,880","5,812","7,152","6,868","5,094","5,399","6,021","71,027","58,067","59,391","67,350","65,153","3,290","1,271","3,340","2,806","3,230","3,355","1,484","3,771","3,087","3,280",147.0
3003,不動産・住宅,ヒューリック,"287,513","357,272","339,645","447,077","523,424","75,564","88,353","100,596","114,507","126,147","72,530","84,645","95,627","109,581","123,222","171,199","160,265","220,067","247,429","183,950","38,964","46,907","58,691","57,065","66,650","36,780","45,257","56,568","57,499","62,200",25.0
3004,食品製造,神栄,"42,739","41,164","37,265","37,686","39,892",202,359,778,721,"1,375",147,272,676,634,"1,340","20,463","18,416","18,628","19,211","20,356",132,168,407,439,957,85,87,350,510,"1,043",40.0
3023,建材・電気機械・金属卸,ラサ商事,"31,737","29,251","26,727","31,329","29,656","2,046","2,105","2,190","2,551","2,853","2,280","2,318","2,393","2,812","2,984","13,697","11,460","15,001","13,545","13,147",758,633,989,950,875,878,678,"1,076","1,017",977,34.0
3028,専門店・ドラッグストア,アルペン,"228,267","217,943","233,215","232,332","244,540","1,518","4,133","15,088","7,153","5,062","2,888","5,744","16,836","8,988","6,930","111,717","114,829","120,539","112,900","120,258",174,"3,288","11,092","5,915","3,971",850,"4,099","12,024","6,855","4,636",25.0
3030,飲食店,ハブ,"11,616","12,120","3,849","2,413","7,608",790,710,"－1,566","－1,185",－541,796,718,"－1,572","－1,214",－561,"5,951","1,817",463,"3,413","4,902",317,－779,－641,－485,183,323,－777,－652,－498,170,7.0
3031,インターネットサイト運営,ラクーンホールディングス,"2,980","3,477","4,364","4,789","5,320",548,706,"1,196","1,126","1,193",545,708,"1,216","1,135","1,225","1,667","2,149","2,295","2,582","2,819",365,662,504,607,326,369,662,495,629,326,9.0
3034,専門店・ドラッグストア,クオールホールディングス,"144,783","165,411","161,832","166,199","170,036","7,050","7,733","7,364","9,855","9,495","7,208","8,024","7,403","10,094","10,098","81,249","79,090","81,814","82,459","88,540","3,432","2,080","4,177","4,022","3,559","3,616","2,109","4,274","4,174","3,675",15.0
3036,建材・電気機械・金属卸,アルコニックス,"257,437","232,242","214,987","156,286","178,333","6,257","5,176","5,621","11,020","8,393","6,254","5,416","5,718","11,009","8,176","118,432","96,147","74,572","92,214","83,757","2,699","2,459","5,621","5,682","3,005","2,968","2,495","6,060","6,105","3,033",27.0
3038,食品卸,神戸物産,"299,616","340,870","362,064","406,813","461,546","19,239","23,851","27,311","27,820","30,717","19,434","23,646","29,087","32,125","29,970","144,520","176,069","176,437","198,161","221,968","9,324","12,393","14,387","14,733","14,133","9,487","12,465","15,190","16,380","13,198",22.0
3040,システム・ソフトウエア,ソリトンシステムズ,"15,266","15,552","16,457","17,389","19,757","1,367","1,081","1,866","2,367","2,036","1,240","1,051","1,945","2,494","2,203","7,536","7,552","8,697","8,874","8,800",131,544,"1,235",696,926,109,549,"1,309",854,"1,091",14.0
3046,衣料品・服飾品小売,ジンズホールディングス,"61,893","60,258","63,898","66,901","73,264","7,459","5,617","5,049","3,315","4,847","7,015","5,827","5,020","3,789","3,739","28,455","31,513","31,643","32,704","34,556","2,673","3,285","2,662","1,902","1,509","2,467","3,370","2,584","2,172","1,505",18.0
3048,家電小売,ビックカメラ,"894,021","847,905","834,060","792,368","815,560","22,943","12,066","18,217","17,863","14,215","25,871","14,690","21,629","20,808","16,566","441,897","436,588","421,211","392,360","407,653","12,659","7,665","10,256","9,439","7,382","13,938","9,096","12,121","10,665","8,422",10.0
